Dis No,Year,Disaster Type
2017-0398-CHN,2017,Flood
2017-0476-CHN,2017,Flood
2017-0568-CHN,2017,Flood
2017-0560-CIV,2017,Epidemic
2017-0367-CMR,2017,Flood
2017-0119-COL,2017,Landslide
2017-0090-COL,2017,Landslide
2017-0223-COL,2017,Flood
2017-0225-COL,2017,Flood
2017-0341-CZE,2017,Storm
2017-0565-DEU,2017,Storm
2017-0310-DEU,2017,Flood
2017-0137-DOM,2017,Storm
2018-0082-ALB,2018,Flood
2018-0040-BRA,2018,Flood
2018-0170-CUB,2018,Storm
2018-0203-BGD,2018,Flood
2018-0062-BOL,2018,Flood
2018-0396-COL,2018,Flood
2018-0374-CRI,2018,Flood
2018-0299-CAN,2018,Wildfire
2018-0439-ARG,2018,Flood
2018-0282-CHN,2018,Flood
2018-0198-CHN,2018,Flood
2018-0131-COL,2018,Flood
2018-0053-CHN,2018,Storm
2018-0161-ARG,2018,Storm
2018-0285-CHN,2018,Storm
2018-0305-CHN,2018,Storm
2018-0347-CHN,2018,Storm
2018-0348-CHN,2018,Storm
2018-0145-DJI,2018,Storm
2018-9278-AFG,2018,Drought
2018-0002-ESP,2018,Storm
2018-0002-CHE,2018,Storm
2018-0025-DEU,2018,Storm
2018-0350-AFG,2018,Flood
2018-0189-AFG,2018,Landslide
2018-0242-AFG,2018,Landslide
2018-0156-AFG,2018,Flood
2018-0212-AFG,2018,Flood
2018-0104-AGO,2018,Flood
2018-0436-AGO,2018,Epidemic
2018-9075-ARG,2018,Drought
2018-0038-ARG,2018,Flood
2018-0074-ARG,2018,Flood
2018-0480-ARM,2018,Storm
2018-0459-AUS,2018,Extreme temperature
2018-9258-AUS,2018,Drought
2018-0123-AUS,2018,Flood
2018-0065-BDI,2018,Flood
2018-0163-BDI,2018,Flood
2018-0479-BDI,2018,Flood
2018-0025-BEL,2018,Storm
2018-0235-BEL,2018,Extreme temperature
2018-0140-BGD,2018,Storm
2018-0018-BGD,2018,Extreme temperature
2018-0158-BGD,2018,Flood
2018-0220-BGR,2018,Flood
2018-0097-BLR,2018,Flood
2018-0478-BOL,2018,Epidemic
2018-0415-BRA,2018,Landslide
2018-0112-BRA,2018,Flood
2018-0103-BWA,2018,Flood
2018-0437-CAF,2018,Epidemic
2018-0366-CAN,2018,Storm
2018-0195-CAN,2018,Extreme temperature
2018-0160-CAN,2018,Flood
2018-0118-CHN,2018,Storm
2018-0050-CHN,2018,Storm
2018-0474-CHN,2018,Storm
2018-0215-CHN,2018,Earthquake
2018-0323-CHN,2018,Earthquake
2018-0201-CHN,2018,Storm
2018-0287-CHN,2018,Storm
2018-0309-CHN,2018,Storm
2018-0341-CHN,2018,Storm
2018-0159-CHN,2018,Flood
2018-0210-CHN,2018,Flood
2018-0211-CHN,2018,Flood
2018-0250-CHN,2018,Flood
2018-0252-CHN,2018,Flood
2018-0369-CHN,2018,Flood
2018-0185-CIV,2018,Flood
2018-0435-CMR,2018,Epidemic
2018-9277-CRI,2018,Drought
2018-0373-CUB,2018,Storm
2018-0061-CZE,2018,Extreme temperature
2018-0235-DEU,2018,Extreme temperature
2018-0280-DOM,2018,Storm
2018-0218-DOM,2018,Flood
2018-0162-DZA,2018,Flood
2018-0235-ESP,2018,Extreme temperature
2019-0073-BOL,2019,Flood
2019-0050-AFG,2019,Flood
2019-0387-CHN,2019,Storm
2019-0337-BGD,2019,Flood
2019-0216-AFG,2019,Flood
2019-0082-AFG,2019,Flood
2019-0287-BIH,2019,Flood
2019-0100-BRA,2019,Flood
2019-0146-BRA,2019,Flood
2019-0368-BRA,2019,Flood
2019-0159-COL,2019,Flood
2019-0015-ESP,2019,Flood
2019-0171-CAN,2019,Flood
2019-0008-ARG,2019,Flood
2019-0008-BRA,2019,Flood
2019-0514-CIV,2019,Flood
2019-0301-ESP,2019,Flood
2019-0084-AUS,2019,Wildfire
2019-0165-COM,2019,Storm
2019-0283-ECU,2019,Landslide
2019-0186-ESP,2019,Storm
2019-0001-AUT,2019,Storm
2019-0001-CHE,2019,Storm
2019-0044-DZA,2019,Extreme temperature
2019-0255-AFG,2019,Flood
2019-0125-AFG,2019,Flood
2019-0143-AFG,2019,Flood
2019-0070-AGO,2019,Flood
2019-0123-AGO,2019,Flood
2019-0232-ALB,2019,Earthquake
2019-0444-ALB,2019,Earthquake
2019-0185-ARG,2019,Flood
2019-0206-ARG,2019,Flood
2019-0319-ARM,2019,Storm
2019-0028-AUS,2019,Flood
2019-0366-AUT,2019,Extreme temperature
2019-0049-BDI,2019,Flood
2019-0296-BEL,2019,Extreme temperature
2019-0366-BEL,2019,Extreme temperature
2019-0144-BGD,2019,Storm
2019-0304-BGD,2019,Landslide
2019-0164-BGD,2019,Storm
2019-0412-BHS,2019,Storm
2019-0194-BIH,2019,Flood
2019-0358-BOL,2019,Volcanic activity
2019-0428-BOL,2019,Wildfire
2019-0092-BOL,2019,Landslide
2019-0037-BOL,2019,Flood
2019-0309-BRA,2019,Flood
2019-0428-BRA,2019,Wildfire
2019-0023-CHL,2019,Earthquake
2019-0091-CHL,2019,Flood
2019-0291-CHN,2019,Storm
2019-0096-CHN,2019,Earthquake
2019-0259-CHN,2019,Earthquake
2019-0425-CHN,2019,Earthquake
2019-0381-CHN,2019,Flood
2019-0469-CHN,2019,Flood
2019-0367-CHN,2019,Landslide
2019-0424-CHN,2019,Storm
2019-0472-CHN,2019,Storm
2019-0134-CHN,2019,Wildfire
2019-0400-CHN,2019,Landslide
2019-0161-CHN,2019,Flood
2019-0209-CHN,2019,Flood
2019-0333-CHN,2019,Flood
2019-0211-COG,2019,Epidemic
2019-0079-COG,2019,Epidemic
2019-0212-COG,2019,Epidemic
2019-0455-COL,2019,Epidemic
2019-0075-COL,2019,Flood
2019-0175-COL,2019,Landslide
2019-0338-CRI,2019,Epidemic
2019-0025-CUB,2019,Storm
2019-0001-DEU,2019,Storm
2019-0296-DEU,2019,Extreme temperature
2019-0366-DEU,2019,Extreme temperature
2019-0456-DOM,2019,Epidemic
2019-0243-ECU,2019,Earthquake
2019-0475-ECU,2019,Earthquake
2019-0078-ECU,2019,Flood
2019-0296-ESP,2019,Extreme temperature
2015-0620-KHM,2015,Storm
2015-0620-THA,2015,Storm
2015-0619-KHM,2015,Flood
2016-0525-IDN,2016,Flood
2016-0527-IDN,2016,Flood
2016-0529-MOZ,2016,Flood
2016-0553-PAK,2016,Flood
2016-0554-PAK,2016,Flood
2016-0546-MOZ,2016,Storm
2016-0544-IRN,2016,Storm
2016-0554-IND,2016,Flood
2016-0538-JPN,2016,Extreme temperature
2016-9529-LKA,2016,Drought
2016-0532-MEX,2016,Flood
2016-0547-NGA,2016,Epidemic
2016-0576-NGA,2016,Epidemic
2016-0518-PER,2016,Epidemic
2016-0537-PHL,2016,Earthquake
2016-0531-PRK,2016,Flood
2016-0548-SOM,2016,Epidemic
2017-0382-MEX,2017,Earthquake
2017-0410-GTM,2017,Storm
2017-0410-HND,2017,Storm
2017-0152-IND,2017,Storm
2017-0408-ITA,2017,Storm
2017-0432-JPN,2017,Storm
2017-0468-JPN,2017,Storm
2017-0508-LKA,2017,Storm
2017-0485-MAC,2017,Storm
2017-0168-MEX,2017,Storm
2017-0334-MEX,2017,Storm
2017-0145-PAK,2017,Storm
2017-0326-PHL,2017,Storm
2017-0422-PHL,2017,Storm
2017-0524-PHL,2017,Storm
2017-0525-PHL,2017,Storm
2017-0383-PRI,2017,Storm
2017-0328-ITA,2017,Storm
2017-0432-PHL,2017,Storm
2017-0176-PRT,2017,Wildfire
2017-0515-IDN,2017,Storm
2017-0392-MEX,2017,Storm
2017-0406-PHL,2017,Storm
2017-0319-NZL,2017,Storm
2017-0383-HTI,2017,Storm
2017-0525-MYS,2017,Storm
2017-0025-PAK,2017,Landslide
2017-0548-OMN,2017,Flood
2017-0387-MEX,2017,Earthquake
2017-0182-GRC,2017,Earthquake
2017-0444-GRC,2017,Flood
2017-0196-HND,2017,Flood
2017-0452-HTI,2017,Flood
2017-0206-IDN,2017,Flood
2017-0111-IDN,2017,Flood
2017-0068-IDN,2017,Landslide
2017-0494-IDN,2017,Flood
2017-0096-IRN,2017,Flood
2017-0246-JPN,2017,Flood
2017-0153-LKA,2017,Flood
2017-0311-MMR,2017,Flood
2017-0383-MTQ,2017,Storm
2017-0321-NPL,2017,Flood
2017-0342-NPL,2017,Flood
2017-0222-NZL,2017,Flood
2017-0243-PAK,2017,Flood
2017-0410-PAN,2017,Storm
2017-0036-PER,2017,Flood
2017-0084-PER,2017,Flood
2017-0140-PHL,2017,Earthquake
2017-0028-PHL,2017,Flood
2017-0343-SLE,2017,Landslide
2017-0410-SLV,2017,Storm
2017-0316-THA,2017,Flood
2017-0280-GRC,2017,Earthquake
2017-0449-HND,2017,Flood
2017-0481-TGO,2017,Flood
2017-0465-THA,2017,Flood
2017-0151-RUS,2017,Storm
2017-0228-ESP,2017,Wildfire
2017-0383-GLP,2017,Storm
2017-0352-HKG,2017,Storm
2017-0408-HRV,2017,Storm
2017-0381-HTI,2017,Storm
2017-0230-HUN,2017,Storm
2017-0508-IND,2017,Storm
2017-0352-MAC,2017,Storm
2017-0075-MDG,2017,Storm
2017-0376-MEX,2017,Storm
2017-0051-MOZ,2017,Storm
2017-0380-MRT,2017,Storm
2017-0256-NPL,2017,Landslide
2017-0381-PRI,2017,Storm
2017-0415-RWA,2017,Storm
2017-0381-TCA,2017,Storm
2017-0406-THA,2017,Storm
2017-9343-MRT,2017,Drought
2017-9208-NER,2017,Drought
2017-9342-TCD,2017,Drought
2017-0015-ITA,2017,Earthquake
2017-0010-GRC,2017,Extreme temperature
2017-0010-MKD,2017,Extreme temperature
2017-0417-ESP,2017,Wildfire
2017-0320-FRA,2017,Flood
2017-0086-FRA,2017,Storm
2017-0292-FRA,2017,Wildfire
2017-0490-GBR,2017,Flood
2017-0083-GHA,2017,Storm
2017-0306-GHA,2017,Flood
2017-0053-GIN,2017,Epidemic
2017-0304-GIN,2017,Flood
2017-0382-GTM,2017,Earthquake
2017-0196-GTM,2017,Flood
2017-0190-GTM,2017,Landslide
2017-0416-GTM,2017,Flood
2017-0449-GTM,2017,Flood
2017-0450-GTM,2017,Flood
2017-0216-GUY,2017,Flood
2017-0485-HKG,2017,Storm
2017-0227-HND,2017,Flood
2017-0297-HRV,2017,Wildfire
2017-0137-HTI,2017,Storm
2017-0209-HTI,2017,Flood
2017-0530-IDN,2017,Earthquake
2017-0147-IDN,2017,Flood
2017-0576-IDN,2017,Flood
2017-0177-IDN,2017,Flood
2017-0102-IDN,2017,Landslide
2017-0059-IDN,2017,Flood
2017-0393-IDN,2017,Volcanic activity
2017-0265-IND,2017,Storm
2017-0569-IND,2017,Storm
2017-0570-IND,2017,Storm
2017-0364-IND,2017,Flood
2017-0495-IND,2017,Flood
2017-0289-IND,2017,Flood
2017-0046-IND,2017,Landslide
2017-0266-IND,2017,Landslide
2017-0483-IND,2017,Landslide
2017-0144-IND,2017,Extreme temperature
2017-0180-IND,2017,Flood
2017-0257-IND,2017,Flood
2017-0290-IND,2017,Flood
2017-0294-IND,2017,Flood
2017-0342-IND,2017,Flood
2017-0517-IND,2017,Flood
2017-0490-IRL,2017,Flood
2017-0204-IRN,2017,Earthquake
2017-0446-IRN,2017,Earthquake
2017-0521-IRN,2017,Earthquake
2017-0472-IRN,2017,Flood
2017-0446-IRQ,2017,Earthquake
2017-0349-ITA,2017,Earthquake
2017-0544-ITA,2017,Flood
2017-9296-ITA,2017,Drought
2017-0137-JAM,2017,Storm
2017-0327-JPN,2017,Storm
2017-0220-KAZ,2017,Flood
2017-0205-KEN,2017,Flood
2017-0557-KEN,2017,Epidemic
2017-0447-KEN,2017,Epidemic
2017-0552-KEN,2017,Epidemic
2017-0451-KGZ,2017,Earthquake
2017-0146-KGZ,2017,Landslide
2017-0381-KNA,2017,Storm
2017-0443-KOR,2017,Earthquake
2017-0281-LAO,2017,Storm
2017-0307-LKA,2017,Epidemic
2017-0493-LKA,2017,Flood
2017-0032-MAR,2017,Extreme temperature
2017-0054-MAR,2017,Extreme temperature
2017-0411-MDG,2017,Epidemic
2017-0498-MEX,2017,Flood
2017-0152-MMR,2017,Storm
2017-0466-MNG,2017,Landslide
2017-0553-MOZ,2017,Epidemic
2017-0549-MWI,2017,Epidemic
2017-0123-MWI,2017,Flood
2017-0516-MYS,2017,Flood
2017-0224-MYS,2017,Flood
2017-0477-MYS,2017,Flood
2017-0106-NAM,2017,Flood
2017-0186-NER,2017,Flood
2017-0118-NER,2017,Epidemic
2017-0305-NER,2017,Epidemic
2017-0370-NER,2017,Flood
2017-0318-NGA,2017,Epidemic
2017-0315-NGA,2017,Epidemic
2017-0272-NGA,2017,Flood
2017-0378-NGA,2017,Flood
2017-0410-NIC,2017,Storm
2017-0449-NIC,2017,Flood
2017-0181-PAK,2017,Storm
2017-0385-PAK,2017,Epidemic
2017-0045-PAK,2017,Flood
2017-0052-PER,2017,Flood
2017-0050-PHL,2017,Earthquake
2017-0247-PHL,2017,Earthquake
2017-0497-PHL,2017,Flood
2017-0142-PHL,2017,Storm
2017-0485-PHL,2017,Storm
2017-0226-PHL,2017,Flood
2017-0341-POL,2017,Storm
2017-0546-PRK,2017,Epidemic
2017-9273-PRK,2017,Drought
2017-0417-PRT,2017,Wildfire
2017-0049-PYF,2017,Flood
2017-0407-ROU,2017,Storm
2017-0232-RUS,2017,Flood
2017-0087-RWA,2017,Storm
2017-0491-SAU,2017,Flood
2017-0573-SDN,2017,Flood
2017-0379-SDN,2017,Epidemic
2017-0093-SOM,2017,Epidemic
2017-0341-SVK,2017,Storm
2017-0421-TCD,2017,Epidemic
2017-0006-THA,2017,Flood
2017-0516-THA,2017,Flood
2017-0281-THA,2017,Storm
2017-0034-TJK,2017,Landslide
2017-0448-TJK,2017,Epidemic
2018-0002-FRA,2018,Storm
2018-0397-ITA,2018,Storm
2018-0008-MDG,2018,Storm
2018-0044-PHL,2018,Storm
2018-0225-PHL,2018,Storm
2018-0455-PHL,2018,Storm
2018-0280-PRI,2018,Storm
2018-0352-IDN,2018,Earthquake
2018-0295-IND,2018,Flood
2018-0202-IND,2018,Storm
2018-0385-IND,2018,Storm
2018-0374-GTM,2018,Flood
2018-0374-HND,2018,Flood
2018-0087-HRV,2018,Flood
2018-0425-IDN,2018,Flood
2018-0471-IDN,2018,Flood
2018-0121-IDN,2018,Flood
2018-0472-IDN,2018,Flood
2018-0483-IDN,2018,Flood
2018-0199-IND,2018,Storm
2018-0372-IND,2018,Flood
2018-0383-IRN,2018,Flood
2018-0330-JPN,2018,Earthquake
2018-0190-JPN,2018,Flood
2018-0278-LKA,2018,Flood
2018-0384-LKA,2018,Flood
2018-0203-MMR,2018,Flood
2018-0374-NIC,2018,Flood
2018-0341-PHL,2018,Storm
2018-0399-PHL,2018,Storm
2018-0055-PNG,2018,Earthquake
2018-0165-ROU,2018,Flood
2018-0104-RWA,2018,Flood
2018-0208-RWA,2018,Landslide
2018-0135-RWA,2018,Flood
2018-0374-SLV,2018,Flood
2018-0257-IDN,2018,Earthquake
2018-0458-IDN,2018,Volcanic activity
2018-0461-ITA,2018,Volcanic activity
2018-0368-GHA,2018,Flood
2018-0148-KEN,2018,Flood
2018-0222-LAO,2018,Flood
2018-0314-MMR,2018,Flood
2018-0168-GTM,2018,Volcanic activity
2018-0407-RUS,2018,Flood
2018-0223-GRC,2018,Wildfire
2018-0224-LVA,2018,Wildfire
2018-0259-PRT,2018,Wildfire
2018-9277-SLV,2018,Drought
2018-0224-SWE,2018,Wildfire
2018-0049-IND,2018,Extreme temperature
2018-0256-PRK,2018,Extreme temperature
2018-0101-FJI,2018,Storm
2018-0056-IDN,2018,Landslide
2018-0002-IRL,2018,Storm
2018-0326-JPN,2018,Storm
2018-0353-JPN,2018,Storm
2018-0227-LAO,2018,Storm
2018-0305-LAO,2018,Storm
2018-0086-MDG,2018,Storm
2018-0421-MEX,2018,Storm
2018-0029-MUS,2018,Storm
2018-0177-OMN,2018,Storm
2018-0394-OMN,2018,Storm
2018-0227-PHL,2018,Storm
2018-0309-PRK,2018,Storm
2018-0029-REU,2018,Storm
2018-0469-SLB,2018,Storm
2018-0145-SOM,2018,Storm
2018-9468-MDG,2018,Drought
2018-0002-GBR,2018,Storm
2018-0030-MAR,2018,Extreme temperature
2018-0259-ESP,2018,Wildfire
2018-0361-ESP,2018,Flood
2018-0061-EST,2018,Extreme temperature
2018-0180-ETH,2018,Landslide
2018-0328-ETH,2018,Landslide
2018-0487-ETH,2018,Epidemic
2018-0194-FJI,2018,Storm
2018-0025-FRA,2018,Storm
2018-0397-FRA,2018,Storm
2018-0061-FRA,2018,Extreme temperature
2018-0235-FRA,2018,Extreme temperature
2018-0037-FRA,2018,Flood
2018-0375-FRA,2018,Flood
2018-0235-GBR,2018,Extreme temperature
2018-0244-GEO,2018,Flood
2018-0191-GNB,2018,Storm
2018-0157-GTM,2018,Flood
2018-9277-GTM,2018,Drought
2018-0341-HKG,2018,Storm
2018-9277-HND,2018,Drought
2018-0360-HTI,2018,Earthquake
2018-0031-IDN,2018,Earthquake
2018-0254-IDN,2018,Earthquake
2018-0302-IDN,2018,Earthquake
2018-0016-IDN,2018,Volcanic activity
2018-0454-IDN,2018,Landslide
2018-0166-IDN,2018,Flood
2018-0137-IND,2018,Storm
2018-0138-IND,2018,Storm
2018-0149-IND,2018,Storm
2018-0209-IND,2018,Storm
2018-0214-IND,2018,Storm
2018-0150-IND,2018,Storm
2018-0213-IND,2018,Flood
2018-0431-IND,2018,Storm
2018-0473-IND,2018,Storm
2018-0119-IND,2018,Wildfire
2018-9372-IND,2018,Drought
2018-0205-IND,2018,Flood
2018-0216-IND,2018,Flood
2018-0267-IND,2018,Flood
2018-0286-IND,2018,Flood
2018-0345-IND,2018,Flood
2018-0370-IND,2018,Flood
2018-0281-IRN,2018,Earthquake
2018-0310-IRN,2018,Earthquake
2018-0426-IRN,2018,Earthquake
2018-0427-IRQ,2018,Flood
2018-0128-ISR,2018,Flood
2018-0308-ITA,2018,Flood
2018-0061-ITA,2018,Extreme temperature
2018-0235-ITA,2018,Extreme temperature
2018-0403-JOR,2018,Flood
2018-0414-JOR,2018,Flood
2018-0183-JPN,2018,Earthquake
2018-0424-JPN,2018,Storm
2018-0226-JPN,2018,Extreme temperature
2018-0167-KAZ,2018,Flood
2018-0116-KEN,2018,Flood
2018-0132-KEN,2018,Flood
2018-0222-KHM,2018,Flood
2018-0226-KOR,2018,Extreme temperature
2018-0414-KWT,2018,Flood
2018-0047-LBN,2018,Storm
2018-0467-LKA,2018,Flood
2018-0061-LTU,2018,Extreme temperature
2018-9187-LTU,2018,Drought
2018-0433-MDG,2018,Epidemic
2018-0315-MEX,2018,Earthquake
2018-0367-MEX,2018,Flood
2018-0406-MEX,2018,Storm
2018-0469-MHL,2018,Storm
2018-0441-MLI,2018,Flood
2018-0154-MMR,2018,Mass movement (dry)
2018-0240-MMR,2018,Landslide
2018-0255-MMR,2018,Flood
2018-0443-MNG,2018,Storm
2018-0249-MNG,2018,Flood
2018-0073-MNG,2018,Extreme temperature
2018-0039-MOZ,2018,Landslide
2018-0048-MOZ,2018,Flood
2018-9469-MRT,2018,Drought
2018-0104-MWI,2018,Flood
2018-0064-MWI,2018,Flood
2018-0164-MWI,2018,Flood
2018-0063-MYS,2018,Flood
2018-0068-MYS,2018,Flood
2018-0298-NER,2018,Epidemic
2018-0232-NER,2018,Flood
2018-0077-NGA,2018,Epidemic
2018-0238-NGA,2018,Flood
2018-0365-NGA,2018,Flood
2018-9277-NIC,2018,Drought
2018-0025-NLD,2018,Storm
2018-0235-NLD,2018,Extreme temperature
2018-0219-NPL,2018,Flood
2018-0049-NPL,2018,Extreme temperature
2018-0485-NZL,2018,Flood
2018-0143-PAK,2018,Extreme temperature
2018-0212-PAK,2018,Flood
2018-9277-PAN,2018,Drought
2018-0011-PER,2018,Earthquake
2018-0014-PHL,2018,Volcanic activity
2018-0004-PHL,2018,Storm
2018-0347-PHL,2018,Storm
2018-0486-PHL,2018,Epidemic
2018-0489-PHL,2018,Epidemic
2018-0051-PHL,2018,Flood
2018-0481-PLW,2018,Epidemic
2018-0316-PNG,2018,Earthquake
2018-0317-PNG,2018,Earthquake
2018-0017-PNG,2018,Volcanic activity
2018-0061-POL,2018,Extreme temperature
2018-9187-POL,2018,Drought
2018-0218-PRI,2018,Flood
2018-0329-PRK,2018,Flood
2018-0376-PRT,2018,Storm
2018-0235-PRT,2018,Extreme temperature
2018-0066-PRY,2018,Flood
2018-0442-PRY,2018,Flood
2018-0390-QAT,2018,Flood
2018-0247-ROU,2018,Flood
2018-0061-ROU,2018,Extreme temperature
2018-0113-RUS,2018,Flood
2018-0477-RWA,2018,Flood
2018-0387-SDN,2018,Flood
2018-0221-SDN,2018,Flood
2018-0292-SDN,2018,Flood
2018-0321-SLV,2018,Earthquake
2018-0133-SOM,2018,Flood
2018-0438-TCD,2018,Epidemic
2019-0020-MDG,2019,Flood
2019-0072-PER,2019,Flood
2019-0370-MAR,2019,Landslide
2019-0487-RUS,2019,Flood
2019-0321-IND,2019,Storm
2019-0225-MEX,2019,Flood
2019-0222-ROU,2019,Flood
2019-0141-IRQ,2019,Flood
2019-0490-GTM,2019,Storm
2019-0395-GTM,2019,Storm
2019-0056-MNG,2019,Extreme temperature
2019-0005-LBN,2019,Storm
2019-0497-ESP,2019,Flood
2019-0022-IDN,2019,Flood
2019-0107-IDN,2019,Flood
2019-0168-IDN,2019,Flood
2019-0331-IND,2019,Flood
2019-0499-IND,2019,Flood
2019-0125-IRN,2019,Flood
2019-0322-JPN,2019,Earthquake
2019-0409-JPN,2019,Flood
2019-0516-JPN,2019,Flood
2019-0500-KEN,2019,Flood
2019-0452-LKA,2019,Flood
2019-0499-LKA,2019,Flood
2019-0385-MMR,2019,Flood
2019-0110-MOZ,2019,Storm
2019-0332-NPL,2019,Flood
2019-0346-PAK,2019,Flood
2019-0470-PAK,2019,Flood
2019-0082-PAK,2019,Flood
2019-0386-PAK,2019,Flood
2019-0464-PAK,2019,Flood
2019-0093-PER,2019,Flood
2019-0098-PNG,2019,Flood
2019-0382-SLE,2019,Flood
2019-0233-SLV,2019,Earthquake
2019-0216-TJK,2019,Flood
2019-0453-TCD,2019,Landslide
2019-0334-IDN,2019,Earthquake
2019-0288-IND,2019,Flood
2019-0413-ESP,2019,Flood
2019-0055-MDA,2019,Extreme temperature
2019-0013-IDN,2019,Landslide
2019-0155-IND,2019,Storm
2019-0492-JPN,2019,Storm
2019-0418-MEX,2019,Storm
2019-9145-KEN,2019,Drought
2019-9191-NAM,2019,Drought
2019-9023-PAK,2019,Drought
2019-9076-PRK,2019,Drought
2019-9109-SOM,2019,Drought
2019-0369-MMR,2019,Landslide
2019-0426-MAR,2019,Flood
2019-0396-POL,2019,Storm
2019-0500-ETH,2019,Flood
2019-0494-ETH,2019,Landslide
2019-0352-ETH,2019,Epidemic
2019-0388-FRA,2019,Storm
2019-0296-FRA,2019,Extreme temperature
2019-0366-FRA,2019,Extreme temperature
2019-0505-FRA,2019,Flood
2019-0124-FSM,2019,Storm
2019-0296-GBR,2019,Extreme temperature
2019-0286-GEO,2019,Flood
2019-0228-GHA,2019,Flood
2019-0488-GHA,2019,Flood
2019-0315-GRC,2019,Storm
2019-0360-GTM,2019,Epidemic
2019-0338-HND,2019,Epidemic
2019-0194-HRV,2019,Flood
2019-0445-HTI,2019,Flood
2019-0215-HTI,2019,Flood
2019-0318-HUN,2019,Storm
2019-0085-IDN,2019,Earthquake
2019-0109-IDN,2019,Earthquake
2019-0377-IDN,2019,Earthquake
2019-0451-IDN,2019,Earthquake
2019-0111-IDN,2019,Flood
2019-0117-IDN,2019,Landslide
2019-0167-IDN,2019,Flood
2019-0210-IDN,2019,Flood
2019-0281-IDN,2019,Flood
2019-0311-IND,2019,Storm
2019-0164-IND,2019,Storm
2019-0217-IND,2019,Extreme temperature
2019-0223-IND,2019,Extreme temperature
2019-0218-IND,2019,Epidemic
2019-0480-IND,2019,Epidemic
2019-0383-IND,2019,Flood
2019-0299-IRN,2019,Earthquake
2019-0082-IRN,2019,Flood
2019-0495-IRN,2019,Flood
2019-0296-ITA,2019,Extreme temperature
2019-0195-ITA,2019,Flood
2019-0424-JPN,2019,Storm
2019-0443-JPN,2019,Storm
2019-0463-JPN,2019,Extreme temperature
2019-0467-JPN,2019,Extreme temperature
2019-0289-JPN,2019,Flood
2019-0192-KEN,2019,Epidemic
2019-0419-KHM,2019,Flood
2019-0424-KOR,2019,Storm
2019-0443-KOR,2019,Storm
2019-0472-KOR,2019,Storm
2019-0149-KOR,2019,Wildfire
2019-9359-LAO,2019,Drought
2019-0419-LAO,2019,Flood
2019-0224-LBY,2019,Flood
2019-0221-LKA,2019,Epidemic
2019-9389-LKA,2019,Drought
2019-0388-LUX,2019,Storm
2019-0427-MAR,2019,Flood
2019-0110-MDG,2019,Storm
2019-0220-MDV,2019,Flood
2019-0450-MEX,2019,Storm
2019-0297-MEX,2019,Flood
2019-0200-MLI,2019,Flood
2019-0420-MLI,2019,Flood
2019-0347-MMR,2019,Flood
2019-0199-MNG,2019,Storm
2019-0219-MNG,2019,Flood
2019-0165-MOZ,2019,Storm
2019-0131-MOZ,2019,Epidemic
2019-0048-MOZ,2019,Flood
2019-0099-MOZ,2019,Flood
2019-0433-MRT,2019,Flood
2019-0187-MWI,2019,Landslide
2019-0048-MWI,2019,Flood
2019-0101-MWI,2019,Flood
2019-0226-MYS,2019,Flood
2019-0415-NER,2019,Flood
2019-0504-NER,2019,Flood
2019-0397-NGA,2019,Epidemic
2019-0115-NGA,2019,Epidemic
2019-0454-NGA,2019,Epidemic
2019-0394-NGA,2019,Flood
2019-0415-NGA,2019,Flood
2019-0435-NGA,2019,Flood
2019-0338-NIC,2019,Epidemic
2019-0366-NLD,2019,Extreme temperature
2019-0375-NOR,2019,Landslide
2019-0135-NPL,2019,Storm
2019-0252-OMN,2019,Flood
2019-0460-PAK,2019,Earthquake
2019-0201-PAK,2019,Flood
2019-0155-PAK,2019,Storm
2019-0372-PAK,2019,Flood
2019-0471-PAK,2019,Flood
2019-0243-PER,2019,Earthquake
2019-0358-PER,2019,Volcanic activity
2019-0428-PER,2019,Wildfire
2019-0027-PER,2019,Landslide
2019-0162-PHL,2019,Earthquake
2019-0356-PHL,2019,Earthquake
2019-0362-PHL,2019,Earthquake
2019-0489-PHL,2019,Earthquake
2019-0021-PHL,2019,Storm
2019-0349-PHL,2019,Storm
2019-0434-PHL,2019,Storm
2019-0080-PHL,2019,Epidemic
2019-0355-PHL,2019,Epidemic
2019-9137-PHL,2019,Drought
2019-0264-PHL,2019,Flood
2019-0271-PNG,2019,Earthquake
2019-0298-PNG,2019,Volcanic activity
2019-0158-PNG,2019,Landslide
2019-0424-PRK,2019,Storm
2019-0150-PRY,2019,Flood
2019-0245-PRY,2019,Flood
2019-0428-PRY,2019,Wildfire
2019-0197-PRY,2019,Flood
2019-0378-RUS,2019,Wildfire
2019-0294-RUS,2019,Flood
2019-0432-RUS,2019,Flood
2019-0468-RUS,2019,Flood
2019-0033-SAU,2019,Flood
2019-0252-SAU,2019,Flood
2019-0392-SDN,2019,Flood
2019-0280-SDN,2019,Flood
2019-0389-SLE,2019,Flood
2019-0338-SLV,2019,Epidemic
2019-0500-SOM,2019,Flood
2019-0396-SVK,2019,Storm
2019-0137-SYR,2019,Flood
2019-0415-TCD,2019,Flood
2019-0009-THA,2019,Storm
2019-9359-THA,2019,Drought
2019-0419-THA,2019,Flood
2015-0620-VNM,2015,Storm
2016-0573-VNM,2016,Flood
2016-0521-USA,2016,Storm
2016-0523-ZWE,2016,Storm
2016-0550-USA,2016,Storm
2016-0552-USA,2016,Flood
2016-0522-VEN,2016,Flood
