Country name,Year,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Death rates from drought,Injury rates from drought,Homelessness rate from drought,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Death rates from earthquakes,Injury rates from earthquakes,Homelessness rate from earthquakes,Reconstruction costs from disasters,Insured damages against disasters,Total economic damages from disasters,Death rates from disasters,Injury rates from disasters,Homelessness rate from disasters,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Death rates from volcanic activity,Injury rates from volcanic activity,Homelessness rate from volcanic activity,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,Death rates from floods,Injury rates from floods,Homelessness rate from floods,Reconstruction costs from mass movements,Insured damages against mass movements,Total economic damages from mass movements,Death rates from mass movements,Injury rates from mass movements,Homelessness rate from mass movements,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Death rates from storms,Injury rates from storms,Homelessness rate from storms,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Death rates from landslides,Injury rates from landslides,Homelessness rate from landslides,Reconstruction costs from fog,Insured damages against fog,Total economic damages from fog,Death rates from fog,Injury rates from fog,Homelessness rate from fog,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Death rates from wildfires,Injury rates from wildfires,Homelessness rate from wildfires,Reconstruction costs from extreme temperatures,Insured damages against extreme temperatures,Total economic damages from extreme temperatures,Death rates from extreme temperatures,Injury rates from extreme temperatures,Homelessness rate from extreme temperatures,Reconstruction costs from glacial lake outbursts,Insured damages against glacial lake outbursts,Total economic damages from glacial lake outbursts,Death rates from glacial lake outbursts,Injury rates from glacial lake outbursts,Homelessness rate from glacial lake outbursts,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from mass movements as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP,Total economic damages from volcanic activity as a share of GDP.1,total_damages_pct_gdp_glacial_lake
Bolivia,2023,,,,,,,,,,,,,0,0,0,0.06457563,0.0,0.0,,,,,,,0.0,0.0,0.0,0.06457563,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,2020,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Bosnia and Herzegovina,2021,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Bosnia and Herzegovina,2022,,,,,,,0.0,0.0,26000000.0,0.030925954,0.061851908,0.0,0,0,26000000,0.061851908,0.061851908,0.0,,,,,,,0.0,0.0,0.0,0.030925954,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,2023,,,,,,,,,,,,,0,0,0,0.031144353,0.6228871,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.031144353,0.6228871,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2020,0.0,0.0,3000000000.0,0.0,0.0,0.0,,,,,,,0,0,3600000000,0.07645536,0.0065667178,2.3452563,,,,,,,0.0,0.0,500000000.0,0.07082675,0.0065667178,2.3452563,,,,,,,0.0,0.0,100000000.0,0.0056286156,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24852267,0.20710222,,,0.03451704,,,0.006903407,,,
Brazil,2021,0.0,0.0,3000000000.0,0.0,0.0,0.0,,,,,,,351000000,0,3543000000,0.028927865,0.24868631,0.0,,,,,,,351000000.0,0.0,543000000.0,0.028927865,0.24868631,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22020142,0.18645337,,,0.03374806,,,,,,
Brazil,2022,0.0,0.0,4000000000.0,0.0,0.0,0.0,,,,,,,0,0,5141000000,0.24522382,0.11378757,0.411493,,,,,,,0.0,0.0,1141000000.0,0.24522382,0.11378757,0.411493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2023,,,,,,,,,,,,,0,0,60000000,0.055447113,0.023565022,0.13861778,,,,,,,0.0,0.0,60000000.0,0.055447113,0.023565022,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.13861778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2021,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,
Bulgaria,2022,,,,,,,,,,,,,0,0,47000000,18.829378,0.0,0.0,,,,,,,0.0,0.0,47000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.829378,0.0,0.0,,,,,,,,,,,,,,,,,
Burkina Faso,2020,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.060401533,0.51573616,109.187386,,,,,,,0.0,0.0,0.0,0.060401533,0.51573616,109.187386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,
Burkina Faso,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,2020,,,,,,,,,,,,,0,0,0,0.040915765,0.15547991,0.0,,,,,,,0.0,0.0,0.0,0.024549458,0.15547991,0.0,,,,,,,0.0,0.0,0.0,0.016366305,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,
Burundi,2021,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Burundi,2023,,,,,,,,,,,,,0,0,0,0.10575169,0.098198,0.0,,,,,,,0.0,0.0,0.0,0.10575169,0.098198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2020,,,,,,,,,,,,,0,0,100000000,0.26834399,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,100000000.0,0.26834399,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38650632,,,,,,,0.38650632,,,
Cambodia,2021,,,,,,,,,,,,,0,0,0,0.0060280794,0.0060280794,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0060280794,0.0060280794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,
Cambodia,2022,,,,,,,,,,,,,0,0,0,0.1848776,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0894569,0.0,0.0,,,,,,,0.0,0.0,0.0,0.095420696,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2023,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,2020,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Cameroon,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,15000000,0.07522961,0.3403244,0.53735435,,,,,,,0.0,0.0,15000000.0,0.007164724,0.3403244,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.06806488,0.0,0.53735435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2020,,,,,,,,,,,,,0,900000000,2500000000,0.002639309,0.0,0.0,,,,,,,0.0,0.0,1300000000.0,0.002639309,0.0,0.0,,,,,,,0.0,900000000.0,1200000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15193658,,,,0.07900702,,,0.07292956,,,
Canada,2021,,,,,,,,,,,,,0,0,2105912000,2.1543696,0.0052417754,0.0,,,,,,,0.0,0.0,2000000000.0,0.010483551,0.0,0.0,,,,,,,0.0,0.0,25000000.0,0.0026208877,0.0052417754,0.0,,,,,,,,,,,,,0.0,0.0,80912000.0,0.0052417754,0.0,0.0,0.0,0.0,0.0,2.1360235,0.0,0.0,,,,,,,0.105913274,,,0.0,0.10058661,,,0.0012573326,,0.0040693316,
Canada,2022,,,,,,,,,,,,,0,0,215000000,0.04420829,0.0,0.0,,,,,,,0.0,0.0,36000000.0,0.0,0.0,0.0,,,,,,,0.0,0.0,179000000.0,0.04420829,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2023,,,,,,,,,,,,,0,100000000,365000000,0.02578563,0.0,0.0,,,,,,,0.0,0.0,0.0,0.015471379,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100000000.0,200000000.0,0.005157126,0.0,0.0,0.0,0.0,165000000.0,0.005157126,0.0,0.0,,,,,,,,,,,,,,,,,
Cape Verde,2020,,,,,,,,,,,,,0,0,0,0.1716308,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1716308,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Cape Verde,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,2021,,,,,,,,,,,,,0,0,0,0.0,0.091622666,0.0,,,,,,,0.0,0.0,0.0,0.0,0.091622666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Central African Republic,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.28678215,0.053771652,0.0,,,,,,,0.0,0.0,0.0,0.28678215,0.053771652,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Chad,2020,,,,,,,,,,,,,0,0,0,0.018023748,0.0,0.0,,,,,,,0.0,0.0,0.0,0.018023748,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Chad,2021,,,,,,,,,,,,,0,0,0,0.18626587,1.915046,128.05779,,,,,,,0.0,0.0,0.0,0.18626587,1.915046,128.05779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Chad,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.1241303,1.2920835,0.0,,,,,,,0.0,0.0,0.0,0.1241303,1.2920835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,2021,,,,,,,,,,,,,0,0,175000000,0.0,0.05129998,0.0,,,,,,,0.0,0.0,0.0,0.0,0.05129998,0.0,,,,,,,0.0,0.0,175000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05519486,,,,0.0,,,0.05519486,,,
Chile,2022,,,,,,,,,,,,,0,0,0,0.015303206,1.5915334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.015303206,1.5915334,0.0,,,,,,,,,,,,,,,,,,,,,,,
Chile,2023,,,,,,,,,,,,,0,0,1365000000,0.16811356,15.456259,0.0,,,,,,,0.0,0.0,760000000.0,0.035660453,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,605000000.0,0.13245311,15.456259,0.0,,,,,,,,,,,,,,,,,,,,,,,
China,2020,,,,,,,0.0,0.0,17000000.0,0.00028071558,0.0016842935,0.0,0,650000000,23092000000,0.032492828,0.0016842935,0.0,,,,,,,0.0,650000000.0,21800000000.0,0.028773347,0.0,0.0,,,,,,,0.0,0.0,1275000000.0,0.0018246513,0.0,0.0,0.0,0.0,0.0,0.00028071558,0.0,0.0,,,,,,,0.0,0.0,0.0,0.001333399,0.0,0.0,,,,,,,,,,,,,0.15722027,,0.000115743314,,0.14842378,0.0,,0.008680749,,0.0,
China,2021,0.0,0.0,3100000000.0,0.0,0.0,0.0,0.0,0.0,962000000.0,0.0006311832,0.008976827,0.17091037,0,0,25556500000,0.031909816,0.03162929,0.20310073,,,,,,,0.0,0.0,18461000000.0,0.027421402,0.0,0.0,,,,,,,0.0,0.0,3033500000.0,0.0038572305,0.022652464,0.03219034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14410968,0.017480483,0.005424589,,0.1040991,,,0.0171055,,,
China,2022,0.0,0.0,7600000000.0,0.0,0.0,0.0,0.0,0.0,2937000000.0,0.008556075,0.033943776,0.0,0,300000000,16000000000,0.01984729,0.03415417,0.0,,,,,,,0.0,300000000.0,5000000000.0,0.008696339,0.0,0.0,,,,,,,0.0,0.0,463000000.0,0.0016831624,0.0,0.0,0.0,0.0,0.0,0.000911713,0.0002103953,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,2023,,,,,,,0.0,0.0,65000000.0,0.0,0.0021744142,0.026513826,0,0,140235000,0.015431327,0.0037876894,1.0085074,,,,,,,0.0,0.0,75235000.0,0.008697657,0.0,0.98199356,,,,,,,0.0,0.0,0.0,0.004278686,0.0012625632,0.0,0.0,0.0,0.0,0.0024549838,0.00035071198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2020,,,,,,,,,,,,,0,0,160000000,0.12958796,0.037305627,0.0,,,,,,,0.0,0.0,35000000.0,0.04908635,0.013744178,0.0,,,,,,,0.0,0.0,125000000.0,0.04515944,0.0,0.0,0.0,0.0,0.0,0.03534217,0.023561448,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.059193492,,,,0.012948576,0.0,,0.046244916,,,
Colombia,2021,,,,,,,,,,,,,0,0,0,0.08152718,0.064057074,0.0,,,,,,,0.0,0.0,0.0,0.042704716,0.04464584,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.03882247,0.019411234,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,
Colombia,2022,,,,,,,,,,,,,0,0,11000000,0.30072853,0.21976316,0.48579225,,,,,,,0.0,0.0,11000000.0,0.15614751,0.07710988,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0038554939,0.0,0.0,0.0,0.0,0.14458102,0.13879777,0.48579225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2023,,,,,,,,,,,,,0,0,0,0.061437834,0.05567804,0.19199324,,,,,,,0.0,0.0,0.0,0.005759797,0.044158444,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.05567804,0.011519594,0.19199324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,2020,,,,,,,,,,,,,0,0,0,0.35074288,0.0,0.0,,,,,,,0.0,0.0,0.0,0.35074288,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Congo,2021,,,,,,,,,,,,,0,0,0,0.4112537,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4112537,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Congo,2022,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2020,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,
Costa Rica,2021,,,,,,,,,,,,,0,0,0,0.05820768,0.0,0.0,,,,,,,0.0,0.0,0.0,0.05820768,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Costa Rica,2022,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,2020,,,,,,,,,,,,,0,0,0,0.089512855,0.11935047,7.8323746,,,,,,,0.0,0.0,0.0,0.089512855,0.11935047,7.8323746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Cote d'Ivoire,2022,,,,,,,,,,,,,0,0,0,0.046163876,0.40482166,0.0,,,,,,,0.0,0.0,0.0,0.046163876,0.40482166,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2020,,,,,,,9450000000.0,0.0,13023400000.0,0.21967979,1.5377586,461.6937,9450000000,0,13023400000,0.21967979,1.5377586,461.6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.660421,,22.660421,,,,,,,,
Croatia,2022,,,,,,,,,,,,,0,0,0,18.137333,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.137333,0.0,0.0,,,,,,,,,,,,,,,,,
Croatia,2023,,,,,,,,,,,,,0,0,0,0.024946272,2.4946272,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.024946272,2.4946272,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,2020,,,,,,,,,,,,,0,0,0,0.0,0.026547039,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.026547039,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,
Cuba,2021,,,,,,,,,,,,,0,0,100000000,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,100000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,2022,,,,,,,,,,,,,0,0,50000000,0.080269724,0.0,0.0,,,,,,,0.0,0.0,25000000.0,0.026756573,0.0,0.0,,,,,,,0.0,0.0,25000000.0,0.053513147,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,2023,,,,,,,,,,,,,0,0,0,0.053598,0.0,0.0,,,,,,,0.0,0.0,0.0,0.053598,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2021,,,,,,,,,,,,,0,0,47000000,0.32149354,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,47000000.0,0.32149354,0.0,0.0,,,,,,,,,,,,,0.16544713,,,,,,,,,0.16544713,
Cyprus,2022,,,,,,,,,,,,,0,0,0,8.070367,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.070367,0.0,0.0,,,,,,,,,,,,,,,,,
Czechia,2020,,,,,,,,,,,,,0,0,0,0.009495819,0.047479093,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.009495819,0.047479093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,
Czechia,2021,,,,,,,,,,,,,0,0,701000000,0.057084426,2.0455253,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,701000000.0,0.057084426,2.0455253,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2487775,,,,0.0,,,0.2487775,,,
Czechia,2022,,,,,,,,,,,,,0,0,0,2.6681938,0.028587792,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.009529264,0.028587792,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6586647,0.0,0.0,,,,,,,,,,,,,,,,,
Czechia,2023,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of Congo,2020,,,,,,,,,,,,,0,0,0,0.089388445,0.09046541,0.0,,,,,,,0.0,0.0,0.0,0.089388445,0.09046541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Democratic Republic of Congo,2021,,,,,,,,,,,,,0,0,0,0.033370137,0.0,0.0,0.0,0.0,0.0,0.033370137,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,
Democratic Republic of Congo,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.22522928,0.08786972,0.0,,,,,,,0.0,0.0,0.0,0.22522928,0.08786972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of Congo,2023,,,,,,,,,,,,,0,0,10000000,2.9228613,0.0,0.0,,,,,,,0.0,0.0,10000000.0,2.9042816,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.01857958,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2022,,,,,,,,,,,,,0,0,0,4.301069,0.051000815,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.017000271,0.051000815,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.2840686,0.0,0.0,,,,,,,,,,,,,,,,,
Djibouti,2020,,,,,,,,,,,,,0,0,0,0.7338359,0.0,0.0,,,,,,,0.0,0.0,0.0,0.7338359,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
Djibouti,2022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,2020,,,,,,,,,,,,,0,0,165000000,0.0545471,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,165000000.0,0.0545471,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20927216,,,,,,,0.20927216,,,
Dominican Republic,2021,,,,,,,,,,,,,0,0,0,0.017989052,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.017989052,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,
Dominican Republic,2022,,,,,,,,,,,,,0,0,0,0.01781131,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.01781131,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,2023,,,,,,,,,,,,,0,0,0,0.035295248,0.0,0.0,,,,,,,0.0,0.0,0.0,0.008823812,0.0,0.0,,,,,,,0.0,0.0,0.0,0.026471436,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Timor,2020,,,,,,,,,,,,,0,0,20000000,0.23076959,0.53846234,0.0,,,,,,,0.0,0.0,20000000.0,0.23076959,0.53846234,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9266155,,,,0.9266155,,,,,,
East Timor,2021,,,,,,,,,,,,,0,0,0,3.1038408,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.1038408,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,
Ecuador,2020,,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,
Ecuador,2021,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.033712152,0.016856076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033712152,0.016856076,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,
Ecuador,2022,,,,,,,0.0,0.0,0.0,0.0055552465,0.011110493,0.0,0,0,53000000,0.42775396,0.92772615,0.0,,,,,,,0.0,0.0,53000000.0,0.4221987,0.91661566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2023,,,,,,,0.0,0.0,0.0,0.07696328,2.7157044,0.0,0,0,200000000,0.7256538,3.1554947,0.0,,,,,,,0.0,0.0,200000000.0,0.16492133,0.20340297,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.4837692,0.23638722,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2020,,,,,,,,,,,,,0,0,76000000,0.037221376,0.37221375,0.0,,,,,,,0.0,0.0,76000000.0,0.037221376,0.37221375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020807516,,,,0.020807516,,,,,,
Egypt,2021,,,,,,,,,,,,,0,0,0,0.0027456891,0.41185337,1.0067527,,,,,,,0.0,0.0,0.0,0.0027456891,0.41185337,1.0067527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
El Salvador,2020,,,,,,,,,,,,,0,0,220000000,1.1918508,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,220000000.0,0.52441436,0.0,0.0,0.0,0.0,0.0,0.6674364,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.89565533,,,,,0.0,,0.89565533,,,
